Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_1']]], ['0.4714528783438888-29925']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_3,Vuota_T2_3']]], ['0.47131221285222463-39290']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_2']]], ['0.4708411563212131-32852']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.47064912921690416-38645']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Vuota_T2_2,Piena_T2_0']]], ['0.47056973841951144-23944']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.47046215914412304-26121']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.4704292897661185-26289']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.4703251974259384-32816']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Piena_T2_0']]], ['0.470102970998799-23877']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.46969398993077405-23883']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.46949507601935037-43479']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.46947964237473466-43794']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4691356211070631-31935']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.46889346074064-55155']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Piena_T1_2,Piena_T1_2']]], ['0.4683386427841558-31167']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_2,Vuota_T2_1,Piena_T2_2']]], ['0.4682532826537664-43364']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1'], ['Vuota_T2_0,Piena_T2_3']]], ['0.46817497120241014-31702']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.4679406361442311-25981']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_2,Piena_T2_1']]], ['0.46788826655691357-26147']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.4678186980411381-22903']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.46779488782928164-23938']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_1,Piena_T1_0']]], ['0.4675266731328807-24101']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_1,Vuota_T2_0,Piena_T2_3']]], ['0.4668788163137639-68662']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.4665881150204032-53855']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.46634084817909505-32538']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4660342101480523-32422']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4659377628259041-26038']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_1']]], ['0.46554408317377377-26016']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0']]], ['0.4655121227115289-23520']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T2_2,Piena_T2_0']]], ['0.4653540252182347-23989']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_3,Piena_T1_3']]], ['0.46535033528064007-38793']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4653375677731757-38536']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.46527494530757535-25096']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Vuota_T1_0,Piena_T1_2']]], ['0.4650462163096061-43067']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_2,Piena_T2_0']]], ['0.46504565225910105-23735']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_1,Piena_T2_3']]], ['0.46479492292189273-43357']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_1,Piena_T1_0']]], ['0.4647209348102285-25970']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_0']]], ['0.46450620045452107-25958']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_0']]], ['0.46396949932255727-29450']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3,Piena_T2_2']]], ['0.46385086909060375-38668']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_0']]], ['0.4637467215111863-32357']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.46365000750412727-30893']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.463463343518463-23207']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_0']]], ['0.463356655902404-30993']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.4632743998850079-32230']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.46318776604130535-32318']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.4631677533230071-25716']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Vuota_T1_1']]], ['0.4631673289564616-42893']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_0,Piena_T1_3']]], ['0.46302695231513474-42880']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_2,Piena_T2_0']]], ['0.4629135873163574-25869']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_2']]], ['0.4622074541463239-38531']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_2,Vuota_T2_1,Vuota_T2_0']]], ['0.4614396164478231-42733']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3,Piena_T1_0']]], ['0.4613925522967629-25784']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4613682573854802-30860']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.46135575735038326-38460']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.4613208362128542-42722']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_2,Vuota_T2_1,Piena_T2_3']]], ['0.46112646855563233-42704']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_0']]], ['0.4610706746069257-29266']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4604026845637584-38759']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_0']]], ['0.46017542479546886-23399']]
[[[['Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4601441886688339-38359']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_2']]], ['0.45992059740996316-29193']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.45922051749577153-38282']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.4590314304960372-32028']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3']]], ['0.4588817417120237-23185']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.45855602246610366-67438']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3']]], ['0.4585499574628982-29106']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_2']]], ['0.4582368676751077-38200']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_2,Vuota_T2_2,Vuota_T2_2']]], ['0.4582147617160765-25441']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_0']]], ['0.45813112855231364-22940']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_1,Piena_T1_0']]], ['0.4580108857001484-23141']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.4579847635475061-31862']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_2,Piena_T2_0']]], ['0.4579262096459001-23433']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.45787052298166914-31947']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.4578631195022527-21341']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.4576135188174902-47336']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_3,Piena_T1_2']]], ['0.4572652135839641-38119']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.4571358539126172-22380']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.456517629265526-28977']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.4564519276830545-25727']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_0']]], ['0.4563956629804402-25340']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.45633708723038746-28689']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_1,Vuota_T1_1']]], ['0.45631724469555807-30367']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.456294795886569-64427']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0,Piena_T2_2']]], ['0.45590579601167025-30315']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.45586401616671207-31807']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_2']]], ['0.4558135865511504-63555']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0']]], ['0.4556511327472666-28922']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.45548042033834407-38663']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_1,Vuota_T2_0']]], ['0.4553611629253232-42477']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.455254728629458-25441']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.4551474065899417-31757']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_2']]], ['0.4548462634901242-62545']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0,Piena_T1_3'], ['Piena_T2_2']]], ['0.45473906167633105-43132']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.4547345232638485-66469']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_2']]], ['0.45450345684519067-28531']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Vuota_T1_1,Vuota_T1_1']]], ['0.4544531789910159-42086']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.4543625125772603-31610']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_2']]], ['0.4541103367201276-37856']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.45411019914742-28549']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_1']]], ['0.4539827771797632-30366']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Piena_T2_1,Piena_T2_0']]], ['0.453948721784826-24274']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2,Piena_T2_2']]], ['0.4538410607877172-25362']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_1']]], ['0.4538381182234069-25198']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.4537753587333003-22927']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Piena_T2_1,Piena_T2_0']]], ['0.4534344553117198-24154']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.4532406215125762-26399']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.45282579991927263-66190']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.45263704584628583-60136']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.452621821427754-39551']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.4525463128021563-63466']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.45223241012067933-28705']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3'], ['Piena_T2_2']]], ['0.4518816830995695-58572']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.45181968569065345-28405']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0']]], ['0.45165052027269464-30210']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.451460795870902-28340']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.45108126783014413-65935']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Piena_T1_3'], ['Piena_T2_2']]], ['0.4510590107737512-44211']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_1']]], ['0.4508659079663533-22780']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.4507351577986623-63212']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Piena_T2_2']]], ['0.4502636711695442-62330']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2,Vuota_T1_2']]], ['0.45017268221104806-25157']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.4501639344262295-34325']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.450141251427541-29956']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.45008254539997-29989']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.44987316010491163-31389']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.4498714652956298-57050']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.44975182394450425-30083']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0']]], ['0.44955195950241716-37476']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Piena_T2_2']]], ['0.4493955601142941-61338']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.44918443213716713-59207']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.44899164325465707-25091']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_1']]], ['0.4489200651360879-25087']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_1,Piena_T1_3']]], ['0.4487347011377086-65592']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2,Piena_T1_2,Piena_T1_0']]], ['0.4486692560159374-31305']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.44864519912382067-26012']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.44822688673603633-29981']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4478257414953632-39453']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Piena_T2_2,Piena_T2_2']]], ['0.44766445092790325-29767']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4476321013328292-28413']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.44747455651132745-28403']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.4474706082350625-25006']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3,Piena_T2_2']]], ['0.4474167196478054-37298']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.4474082345736825-24841']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.44725944860324995-61241']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.4472574159775434-58953']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4470770023177955-26040']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.44697105753954547-32354']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.446848095002474-22577']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4468303465698271-39620']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Piena_T2_3,Piena_T2_2']]], ['0.4467566672449414-56655']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_0,Piena_T2_2']]], ['0.44670997620119635-41670']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.44664745987151727-24960']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.44652877145404285-59604']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.44649106063498123-28070']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_2']]], ['0.4464316262577565-57412']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_3,Piena_T1_2']]], ['0.4464210740976213-37215']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0,Piena_T2_2']]], ['0.44638483898285686-39006']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T2_1,Piena_T2_0']]], ['0.4459379287329897-24053']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4459174752411391-31113']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_2']]], ['0.4459110713038726-58747']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_2,Piena_T2_1']]], ['0.44585030693273764-23750']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.4457730724391089-28295']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.44567044208987944-36594']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4453788191905383-28017']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4453787552105793-30985']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1,Piena_T2_0']]], ['0.4453257368411253-23918']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.4449010280575593-59764']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.44489756905725303-27928']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_1,Vuota_T1_1']]], ['0.4448751727712509-41199']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.444768776177635-62015']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.44424302941854216-57836']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.4441183663487405-58112']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.44407924358397116-29589']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_1']]], ['0.44353224992052065-23717']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2,Vuota_T2_2']]], ['0.4430864484727019-24761']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.4427665646698835-60195']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.44257471161484496-39556']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3']]], ['0.4425207458472475-30876']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.442417503155617-29442']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.44222683525193435-58584']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.44203834647810714-26006']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.4419488597097443-40928']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_1,Vuota_T1_0']]], ['0.4416744771534709-64560']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.44155745199634255-57950']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.44151612333764856-60025']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_3,Piena_T2_2']]], ['0.4414678072940117-41181']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.44143610722359783-24603']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_0']]], ['0.4414250371103414-22303']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.44129699550847307-24661']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4411127167630058-24420']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.44111051309651955-29505']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.4409133798829968-58410']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.4408115058007415-29485']]
